budget,id,original_language,popularity,revenue,runtime,status,vote_average,vote_count,release_year,genres_count,keywords_count,production_companies_count,production_countries_count,spoken_languages_count
5.107180730866933,19995,7,4.0531829382870805,16.615708770720442,2.438652086283595,1,0.9274506151394505,8.999729237992728,2009,1,1,1,1,1
6.654402234271598,285,7,3.6962583612571525,5.3963311929525855,2.7483179527292165,1,0.6762969397547536,3.0861997582188443,2007,1,1,1,1,1
5.3036533027278425,206647,7,2.699637774472355,4.9030536272654,1.819320353392352,1,0.17398958898535907,3.0586572921486646,2015,1,1,1,1,1
5.4264486601409105,49026,7,2.854797918029084,6.157440180871275,2.5713660290460045,1,1.2623221823190462,6.817393838196722,2012,1,1,1,1,1
5.672039374967048,49529,7,0.7051977640908588,1.2397339712741107,1.111512658659503,1,0.006553805395560882,1.1614674234321662,2012,1,1,1,1,1
5.622921232001821,559,7,2.961258424075506,4.965673424821453,1.4211785251051245,1,-0.16088197819423655,2.337692739135136,2007,1,1,1,1,1
5.672039374967048,38757,7,0.8546625605153917,3.1290459305714617,-0.3041027308061954,1,1.0948863987292488,2.138414896392071,2010,1,1,1,1,1
6.163220804619323,99861,7,3.545271813141757,8.125410623872662,1.5096544869467305,1,1.0111685069343492,4.922634187074651,2015,1,1,1,1,1
5.4264486601409105,767,7,2.4327323916826766,5.230273844061912,2.0405102579963676,1,1.0948863987292488,3.7285872756792124,2009,1,1,1,1,1
5.4264486601409105,209112,7,4.22144177044073,4.857521765712501,1.9520342961547614,1,-0.32831776178403477,5.1146213770344335,2016,1,1,1,1,1
5.917630089793185,1452,7,1.1452216389307137,1.8964644789569798,2.0847482389171708,1,-0.5794714371687316,0.5749749106436329,2006,1,1,1,1,1
4.198495086010224,10764,7,2.716989710637865,3.094016430003068,-0.03867484528137695,1,0.006553805395560882,1.8427384224033767,2008,1,1,1,1,1
4.198495086010224,58,7,3.908897604735667,6.0390462379206005,1.9520342961547614,1,0.7600148315496523,3.6905138666998463,2006,1,1,1,1,1
5.5492440175539794,57201,7,0.8661353272755467,0.043166697554649004,1.8635583343131552,1,-0.16088197819423655,1.3129509868181546,2013,1,1,1,1,1
4.812471873075568,49521,7,2.448837963800133,3.565366970448102,1.5981304487883368,1,0.34142537257515726,4.592124594232494,2013,1,1,1,1,1
4.812471873075568,2454,7,1.0211535177909652,2.071913971210617,1.9077963152339583,1,0.17398958898535907,0.7612915928830841,2008,1,1,1,1,1
4.689676515662499,24428,7,3.864930322025051,8.826430725740689,1.5981304487883368,1,1.0948863987292488,8.980287497237308,2012,1,1,1,1,1
8.619127952880696,1865,7,3.580936948970635,5.916557954508793,1.2884645823427152,1,0.2577074807802585,3.4491122523200355,2011,1,1,1,1,1
4.812471873075568,41154,7,0.9600652083571479,3.3269813949978824,-0.03867484528137695,1,0.09027169719046034,2.810775097517047,2012,1,1,1,1,1
5.4264486601409105,122917,7,3.1267842515502817,5.365747752008412,1.6423684297091399,1,0.8437327233445511,3.2968186164025717,2014,1,1,1,1,1
4.56688115824943,1930,7,2.1492235952635226,4.114189487434773,1.2884645823427152,1,0.34142537257515726,4.776011058877518,2012,1,1,1,1,1
4.198495086010224,20662,7,0.5084659997124532,1.402657185178042,1.4654165060259277,1,0.09027169719046034,0.5733547655806812,2010,1,1,1,1,1
5.4264486601409105,57158,7,2.2908084890941653,5.380364614330059,2.394414105362792,1,1.2623221823190462,3.1056414989742653,2013,1,1,1,1,1
3.70731365635795,2268,7,0.6757733441423494,1.7807293336654713,0.27099102116424456,1,-0.24459986998913602,0.49639787509047306,2007,1,1,1,1,1
4.37040858638852,254,7,1.248963882542808,2.872383572237822,3.544601609303672,1,0.42514326437005595,1.3340128726365275,2005,1,1,1,1,1
4.198495086010224,597,7,2.468574654479619,10.825177872838491,3.8542674757492934,1,1.1786042905241474,5.566641849597972,1997,1,1,1,1,1
5.4264486601409105,271110,7,5.559935196872938,6.577271515599797,1.775082372471549,1,0.8437327233445511,5.306608566994216,2016,1,1,1,1,1
4.4195267293537475,44833,7,1.3653418642663442,1.3557151062732664,1.0672746777386999,1,-0.4957535453738329,1.1533666981174073,2012,1,1,1,1,1
2.9705415118795377,135397,7,12.485840333466513,8.789406072212584,0.7576088112930783,1,0.34142537257515726,6.457721634221434,2015,1,1,1,1,1
4.198495086010224,37724,7,2.247884008010095,6.302502160523413,1.5981304487883368,1,0.6762969397547536,5.600664895919959,2012,1,1,1,1,1
